Localidades;Periodos;EmpregosFormais ;EmpregosFormaisdeHomens ;EmpregosFormaisdeMulheres ;Cód. IBGE
Paranapanema;2015;4494;2569;1925;3535804
Paranapanema;2016;4832;2714;2118;3535804
Paranapanema;2017;4607;2613;1994;3535804
Paranapuã;2013;600;332;268;3535903
Paranapuã;2014;633;363;270;3535903
Paranapuã;2015;651;363;288;3535903
Paranapuã;2016;688;386;302;3535903
Paranapuã;2017;734;447;287;3535903
Parapuã;2013;3380;2680;700;3536000
Parapuã;2014;3135;2365;770;3536000
Parapuã;2015;2986;2235;751;3536000
Parapuã;2016;2803;2050;753;3536000
Parapuã;2017;2928;2151;777;3536000
Pardinho;2013;2228;1278;950;3536109
Pardinho;2014;2276;1331;945;3536109
Pardinho;2015;2451;1400;1051;3536109
Pardinho;2016;2367;1322;1045;3536109
Pardinho;2017;2198;1206;992;3536109
Pariquera-Açu;2013;4257;2575;1682;3536208
Pariquera-Açu;2014;4780;2643;2137;3536208
Pariquera-Açu;2015;4613;2442;2171;3536208
Pariquera-Açu;2016;4623;2488;2135;3536208
Pariquera-Açu;2017;4427;2373;2054;3536208
Parisi;2013;320;191;129;3536257
Parisi;2014;287;167;120;3536257
Parisi;2015;292;171;121;3536257
Parisi;2016;293;168;125;3536257
Parisi;2017;314;183;131;3536257
Patrocínio Paulista;2013;3985;2915;1070;3536307
Patrocínio Paulista;2014;4107;3029;1078;3536307
Patrocínio Paulista;2015;4181;3022;1159;3536307
Patrocínio Paulista;2016;4071;3090;981;3536307
Patrocínio Paulista;2017;4243;3151;1092;3536307
Paulicéia;2013;2314;1691;623;3536406
Paulicéia;2014;2124;1511;613;3536406
Paulicéia;2015;2138;1531;607;3536406
Paulicéia;2016;2031;1449;582;3536406
Paulicéia;2017;1907;1349;558;3536406
Paulínia;2013;43256;28016;15240;3536505
Paulínia;2014;40025;25544;14481;3536505
Paulínia;2015;43876;28175;15701;3536505
Paulínia;2016;40881;26359;14522;3536505
Paulínia;2017;40792;26663;14129;3536505
Paulistânia;2013;241;145;96;3536570
Paulistânia;2014;258;152;106;3536570
Paulistânia;2015;297;185;112;3536570
Paulistânia;2016;307;193;114;3536570
Paulistânia;2017;315;186;129;3536570
Paulo de Faria;2013;911;452;459;3536604
Paulo de Faria;2014;1072;580;492;3536604
Paulo de Faria;2015;1046;584;462;3536604
Paulo de Faria;2016;1060;577;483;3536604
Paulo de Faria;2017;1071;606;465;3536604
Pederneiras;2013;14144;9766;4378;3536703
Pederneiras;2014;13627;9117;4510;3536703
Pederneiras;2015;12132;7781;4351;3536703
Pederneiras;2016;12224;7847;4377;3536703
Pederneiras;2017;12650;8177;4473;3536703
Pedra Bela;2013;755;420;335;3536802
Pedra Bela;2014;821;471;350;3536802
Pedra Bela;2015;842;481;361;3536802
Pedra Bela;2016;815;455;360;3536802
Pedra Bela;2017;845;457;388;3536802
Pedranópolis;2013;400;249;151;3536901
Pedranópolis;2014;413;245;168;3536901
Pedranópolis;2015;409;239;170;3536901
Pedranópolis;2016;388;241;147;3536901
Pedranópolis;2017;392;246;146;3536901
Pedregulho;2013;3450;1986;1464;3537008
Pedregulho;2014;3589;2126;1463;3537008
Pedregulho;2015;3317;1999;1318;3537008
Pedregulho;2016;3407;2042;1365;3537008
Pedregulho;2017;3328;1988;1340;3537008
Pedreira;2013;13534;7132;6402;3537107
Pedreira;2014;13528;7140;6388;3537107
Pedreira;2015;13134;7010;6124;3537107
Pedreira;2016;13042;6924;6118;3537107
Pedreira;2017;13137;7084;6053;3537107
Pedrinhas Paulista;2013;511;290;221;3537156
Pedrinhas Paulista;2014;543;305;238;3537156
Pedrinhas Paulista;2015;537;306;231;3537156
Pedrinhas Paulista;2016;509;294;215;3537156
Pedrinhas Paulista;2017;600;345;255;3537156
Pedro de Toledo;2013;1025;563;462;3537206
Pedro de Toledo;2014;1033;538;495;3537206
Pedro de Toledo;2015;1036;553;483;3537206
Pedro de Toledo;2016;1021;528;493;3537206
Pedro de Toledo;2017;968;504;464;3537206
Penápolis;2013;13780;7448;6332;3537305
Penápolis;2014;14777;7891;6886;3537305
Penápolis;2015;14790;7847;6943;3537305
Penápolis;2016;14850;7878;6972;3537305
Penápolis;2017;15077;7855;7222;3537305
Pereira Barreto;2013;6230;4068;2162;3537404
Pereira Barreto;2014;6048;3873;2175;3537404
Pereira Barreto;2015;5929;3809;2120;3537404
Pereira Barreto;2016;6049;3775;2274;3537404
Pereira Barreto;2017;5518;3563;1955;3537404
Pereiras;2013;2034;1312;722;3537503
Pereiras;2014;2049;1313;736;3537503
Pereiras;2015;1958;1188;770;3537503
Pereiras;2016;1982;1193;789;3537503
Pereiras;2017;2364;1473;891;3537503
Peruíbe;2013;8797;4491;4306;3537602
Peruíbe;2014;9077;4572;4505;3537602
Peruíbe;2015;9217;4730;4487;3537602
Peruíbe;2016;8938;4553;4385;3537602
Peruíbe;2017;9180;4614;4566;3537602
Piacatu;2013;968;429;539;3537701
Piacatu;2014;919;413;506;3537701
Piacatu;2015;994;442;552;3537701
Piacatu;2016;934;404;530;3537701
Piacatu;2017;916;393;523;3537701
Piedade;2013;8096;4690;3406;3537800
Piedade;2014;8401;4763;3638;3537800
Piedade;2015;8219;4628;3591;3537800
Piedade;2016;8203;4644;3559;3537800
Piedade;2017;8395;4815;3580;3537800
Pilar do Sul;2013;6886;4612;2274;3537909
Pilar do Sul;2014;6840;4600;2240;3537909
Pilar do Sul;2015;6870;4652;2218;3537909
Pilar do Sul;2016;6860;4661;2199;3537909
Pilar do Sul;2017;6849;4648;2201;3537909
Pindamonhangaba;2013;34051;22240;11811;3538006
Pindamonhangaba;2014;34048;21433;12615;3538006
Pindamonhangaba;2015;32564;20184;12380;3538006
Pindamonhangaba;2016;30148;18235;11913;3538006
Pindamonhangaba;2017;30020;17904;12116;3538006
Pindorama;2013;2577;1582;995;3538105
Pindorama;2014;2435;1458;977;3538105
Pindorama;2015;2387;1413;974;3538105
Pindorama;2016;2365;1424;941;3538105
Pindorama;2017;2451;1470;981;3538105
Pinhalzinho;2013;1951;982;969;3538204
Pinhalzinho;2014;2008;1048;960;3538204
Pinhalzinho;2015;2091;1088;1003;3538204
Pinhalzinho;2016;2067;1081;986;3538204
Pinhalzinho;2017;2093;1070;1023;3538204
Piquerobi;2013;602;356;246;3538303
Piquerobi;2014;621;355;266;3538303
Piquerobi;2015;596;362;234;3538303
Piquerobi;2016;548;328;220;3538303
Piquerobi;2017;563;334;229;3538303
Piquete;2013;1513;1011;502;3538501
Piquete;2014;1338;944;394;3538501
Piquete;2015;1338;910;428;3538501
Piquete;2016;1371;939;432;3538501
Piquete;2017;1336;915;421;3538501
Piracaia;2013;4389;2259;2130;3538600
Piracaia;2014;4251;2225;2026;3538600
Piracaia;2015;4308;2203;2105;3538600
Piracaia;2016;4185;2106;2079;3538600
Piracaia;2017;4043;2045;1998;3538600
Piracicaba;2013;134033;81692;52341;3538709
Piracicaba;2014;132407;78784;53623;3538709
Piracicaba;2015;125920;74135;51785;3538709
Piracicaba;2016;124650;73791;50859;3538709
Piracicaba;2017;122896;72516;50380;3538709
Piraju;2013;6318;3685;2633;3538808
Piraju;2014;6224;3559;2665;3538808
Piraju;2015;5962;3312;2650;3538808
Piraju;2016;6109;3507;2602;3538808
Piraju;2017;6021;3426;2595;3538808
Pirajuí;2013;3181;1872;1309;3538907
Pirajuí;2014;3301;1958;1343;3538907
Pirajuí;2015;3594;2053;1541;3538907
Pirajuí;2016;3257;1761;1496;3538907
Pirajuí;2017;3468;2011;1457;3538907
Pirangi;2013;2050;1132;918;3539004
Pirangi;2014;2148;1227;921;3539004
Pirangi;2015;2052;1142;910;3539004
Pirangi;2016;2153;1232;921;3539004
Pirangi;2017;2150;1236;914;3539004
Pirapora do Bom Jesus;2013;3134;1595;1539;3539103
Pirapora do Bom Jesus;2014;2686;1336;1350;3539103
Pirapora do Bom Jesus;2015;2397;1362;1035;3539103
Pirapora do Bom Jesus;2016;2020;1139;881;3539103
Pirapora do Bom Jesus;2017;2175;1191;984;3539103
Pirapozinho;2013;4931;2723;2208;3539202
Pirapozinho;2014;5051;2851;2200;3539202
Pirapozinho;2015;4885;2647;2238;3539202
Pirapozinho;2016;4714;2571;2143;3539202
Pirapozinho;2017;4794;2634;2160;3539202
Pirassununga;2013;21402;13309;8093;3539301
Pirassununga;2014;20879;12818;8061;3539301
Pirassununga;2015;20861;12795;8066;3539301
Pirassununga;2016;20603;12663;7940;3539301
Pirassununga;2017;23046;14241;8805;3539301
Piratininga;2013;1785;1022;763;3539400
Piratininga;2014;1827;995;832;3539400
Piratininga;2015;1977;1089;888;3539400
Piratininga;2016;1940;1019;921;3539400
Piratininga;2017;1962;1055;907;3539400
Pitangueiras;2013;7497;5301;2196;3539509
Pitangueiras;2014;8039;5531;2508;3539509
Pitangueiras;2015;7802;5397;2405;3539509
Pitangueiras;2016;7958;5507;2451;3539509
Pitangueiras;2017;7756;5345;2411;3539509
Planalto;2013;2857;2564;293;3539608
Planalto;2014;914;633;281;3539608
Planalto;2015;1051;745;306;3539608
Planalto;2016;1110;829;281;3539608
Planalto;2017;3063;2728;335;3539608
Platina;2013;595;409;186;3539707
Platina;2014;469;308;161;3539707
Platina;2015;516;335;181;3539707
Platina;2016;460;300;160;3539707
Platina;2017;473;311;162;3539707
Poá;2013;33916;17531;16385;3539806
Poá;2014;31692;15621;16071;3539806
Poá;2015;29940;14976;14964;3539806
Poá;2016;27571;13426;14145;3539806
Poá;2017;26701;13007;13694;3539806
Poloni;2013;936;526;410;3539905
Poloni;2014;973;545;428;3539905
Poloni;2015;985;569;416;3539905
Poloni;2016;946;556;390;3539905
Poloni;2017;1002;573;429;3539905
Pompéia;2013;7984;5349;2635;3540002
Pompéia;2014;7704;5040;2664;3540002
Pompéia;2015;7236;4644;2592;3540002
Pompéia;2016;7383;4810;2573;3540002
Pompéia;2017;7482;4827;2655;3540002
Pongaí;2013;494;273;221;3540101
Pongaí;2014;524;290;234;3540101
Pongaí;2015;499;276;223;3540101
Pongaí;2016;490;265;225;3540101
Pongaí;2017;561;337;224;3540101
Pontal;2013;10195;7406;2789;3540200
Pontal;2014;8494;5914;2580;3540200
Pontal;2015;9004;6437;2567;3540200
Pontal;2016;9103;6442;2661;3540200
Pontal;2017;9211;6588;2623;3540200
Pontalinda;2013;422;171;251;3540259
Pontalinda;2014;436;177;259;3540259
Pontalinda;2015;430;171;259;3540259
Pontalinda;2016;369;165;204;3540259
Pontalinda;2017;429;175;254;3540259
Pontes Gestal;2013;1846;1388;458;3540309
Pontes Gestal;2014;1562;1169;393;3540309
Pontes Gestal;2015;1479;1119;360;3540309
Pontes Gestal;2016;1441;1065;376;3540309
Pontes Gestal;2017;1375;1042;333;3540309
Populina;2013;388;190;198;3540408
Populina;2014;487;244;243;3540408
Populina;2015;479;232;247;3540408
Populina;2016;490;246;244;3540408
Populina;2017;527;300;227;3540408
Porangaba;2013;1249;749;500;3540507
Porangaba;2014;1430;862;568;3540507
Porangaba;2015;1302;794;508;3540507
Porangaba;2016;1381;856;525;3540507
Porangaba;2017;1402;837;565;3540507
Porto Feliz;2013;13641;7728;5913;3540606
Porto Feliz;2014;13610;7697;5913;3540606
Porto Feliz;2015;13729;7798;5931;3540606
Porto Feliz;2016;13892;7896;5996;3540606
Porto Feliz;2017;14350;8324;6026;3540606
Porto Ferreira;2013;15840;9011;6829;3540705
Porto Ferreira;2014;16298;9269;7029;3540705
Porto Ferreira;2015;15531;8942;6589;3540705
Porto Ferreira;2016;15036;8610;6426;3540705
Porto Ferreira;2017;15197;8680;6517;3540705
Potim;2013;1408;750;658;3540754
Potim;2014;1402;745;657;3540754
Potim;2015;1389;750;639;3540754
Potim;2016;1236;667;569;3540754
Potim;2017;1315;699;616;3540754
Potirendaba;2013;4887;3761;1126;3540804
Potirendaba;2014;5348;4017;1331;3540804
Potirendaba;2015;4579;3474;1105;3540804
Potirendaba;2016;4393;3228;1165;3540804
Potirendaba;2017;4386;3215;1171;3540804
Pracinha;2013;264;125;139;3540853
Pracinha;2014;249;115;134;3540853
Pracinha;2015;254;122;132;3540853
Pracinha;2016;262;120;142;3540853
Pracinha;2017;279;132;147;3540853
Pradópolis;2013;7142;5774;1368;3540903
Pradópolis;2014;7397;5914;1483;3540903
Pradópolis;2015;7307;5847;1460;3540903
Pradópolis;2016;7045;5597;1448;3540903
Pradópolis;2017;7047;5541;1506;3540903
Praia Grande;2013;43934;22726;21208;3541000
Praia Grande;2014;45992;23861;22131;3541000
Praia Grande;2015;46656;24534;22122;3541000
Praia Grande;2016;47609;24640;22969;3541000
Praia Grande;2017;47600;24747;22853;3541000
Pratânia;2013;1120;719;401;3541059
Pratânia;2014;1280;857;423;3541059
Pratânia;2015;1053;676;377;3541059
Pratânia;2016;1225;850;375;3541059
Pratânia;2017;1159;791;368;3541059
Presidente Alves;2013;712;395;317;3541109
Presidente Alves;2014;668;345;323;3541109
Presidente Alves;2015;695;374;321;3541109
Presidente Alves;2016;648;363;285;3541109
Presidente Alves;2017;605;327;278;3541109
Presidente Bernardes;2013;2066;1159;907;3541208
Presidente Bernardes;2014;2015;1110;905;3541208
Presidente Bernardes;2015;2049;1186;863;3541208
Presidente Bernardes;2016;2120;1228;892;3541208
Presidente Bernardes;2017;2046;1201;845;3541208
Presidente Epitácio;2013;7078;4080;2998;3541307
Presidente Epitácio;2014;7077;3920;3157;3541307
Presidente Epitácio;2015;6792;3757;3035;3541307
Presidente Epitácio;2016;5851;3103;2748;3541307
Presidente Epitácio;2017;5405;2894;2511;3541307
Presidente Prudente;2013;67790;38138;29652;3541406
Presidente Prudente;2014;69069;38693;30376;3541406
Presidente Prudente;2015;68538;38249;30289;3541406
Presidente Prudente;2016;67562;37508;30054;3541406
Presidente Prudente;2017;66293;36533;29760;3541406
Presidente Venceslau;2013;6398;3376;3022;3541505
Presidente Venceslau;2014;6348;3254;3094;3541505
Presidente Venceslau;2015;6592;3535;3057;3541505
Presidente Venceslau;2016;6351;3305;3046;3541505
Presidente Venceslau;2017;5942;2938;3004;3541505
Promissão;2013;12141;8223;3918;3541604
Promissão;2014;9203;5274;3929;3541604
Promissão;2015;10170;6549;3621;3541604
Promissão;2016;9671;6248;3423;3541604
Promissão;2017;9121;5641;3480;3541604
Quadra;2013;494;299;195;3541653
Quadra;2014;521;301;220;3541653
Quadra;2015;580;317;263;3541653
Quadra;2016;528;308;220;3541653
Quadra;2017;573;326;247;3541653
Quatá;2013;4260;3225;1035;3541703
Quatá;2014;4193;3074;1119;3541703
Quatá;2015;4274;3065;1209;3541703
Quatá;2016;3880;2691;1189;3541703
Quatá;2017;3946;2828;1118;3541703
Queiroz;2013;780;485;295;3541802
Queiroz;2014;854;518;336;3541802
Queiroz;2015;847;535;312;3541802
Queiroz;2016;930;590;340;3541802
Queiroz;2017;942;601;341;3541802
Queluz;2013;1719;980;739;3541901
Queluz;2014;1750;956;794;3541901
Queluz;2015;1940;1034;906;3541901
Queluz;2016;1794;991;803;3541901
Queluz;2017;1669;950;719;3541901
Quintana;2013;1314;841;473;3542008
Quintana;2014;1196;744;452;3542008
Quintana;2015;1130;683;447;3542008
Quintana;2016;1203;745;458;3542008
Quintana;2017;1264;769;495;3542008
Rafard;2013;3418;2476;942;3542107
Rafard;2014;3188;2300;888;3542107
Rafard;2015;2943;2094;849;3542107
Rafard;2016;2801;1985;816;3542107
Rafard;2017;2776;1835;941;3542107
Rancharia;2013;7608;4615;2993;3542206
Rancharia;2014;7424;4433;2991;3542206
Rancharia;2015;7511;4471;3040;3542206
Rancharia;2016;7218;4356;2862;3542206
Rancharia;2017;7161;4332;2829;3542206
Redenção da Serra;2013;537;351;186;3542305
Redenção da Serra;2014;586;401;185;3542305
Redenção da Serra;2015;592;406;186;3542305
Redenção da Serra;2016;579;366;213;3542305
Redenção da Serra;2017;585;397;188;3542305
Regente Feijó;2013;6772;5105;1667;3542404
Regente Feijó;2014;4899;3145;1754;3542404
Regente Feijó;2015;4368;2689;1679;3542404
Regente Feijó;2016;4476;2756;1720;3542404
Regente Feijó;2017;4449;2801;1648;3542404
Reginópolis;2013;881;544;337;3542503
Reginópolis;2014;908;531;377;3542503
Reginópolis;2015;911;521;390;3542503
Reginópolis;2016;891;501;390;3542503
Reginópolis;2017;1007;605;402;3542503
Registro;2013;13495;7730;5767;3542602
Registro;2014;14036;8045;5991;3542602
Registro;2015;13361;7648;5713;3542602
Registro;2016;13154;7373;5781;3542602
Registro;2017;13411;7638;5773;3542602
Restinga;2013;1582;1172;410;3542701
Restinga;2014;1532;1119;413;3542701
Restinga;2015;1746;1343;403;3542701
Restinga;2016;1330;1108;222;3542701
Restinga;2017;1615;1217;398;3542701
Ribeira;2013;421;287;134;3542800
Ribeira;2014;473;309;164;3542800
Ribeira;2015;439;306;133;3542800
Ribeira;2016;461;328;133;3542800
Ribeira;2017;525;375;150;3542800
Ribeirão Bonito;2013;2275;1391;884;3542909
Ribeirão Bonito;2014;2407;1538;869;3542909
Ribeirão Bonito;2015;1983;1184;799;3542909
Ribeirão Bonito;2016;1812;1016;796;3542909
Ribeirão Bonito;2017;1806;1024;782;3542909
Ribeirão Branco;2013;3409;2302;1107;3543006
Ribeirão Branco;2014;3682;2479;1203;3543006
Ribeirão Branco;2015;3718;2503;1215;3543006
Ribeirão Branco;2016;3514;2427;1087;3543006
Ribeirão Branco;2017;3214;2230;984;3543006
Ribeirão Corrente;2013;648;411;237;3543105
Ribeirão Corrente;2014;695;446;249;3543105
Ribeirão Corrente;2015;713;451;262;3543105
Ribeirão Corrente;2016;680;456;224;3543105
Ribeirão Corrente;2017;689;446;243;3543105
Ribeirão do Sul;2013;699;425;274;3543204
Ribeirão do Sul;2014;697;395;302;3543204
Ribeirão do Sul;2015;640;378;262;3543204
Ribeirão do Sul;2016;613;365;248;3543204
Ribeirão do Sul;2017;617;381;236;3543204
Ribeirão dos Índios;2013;275;133;142;3543238
Ribeirão dos Índios;2014;303;142;161;3543238
Ribeirão dos Índios;2015;321;149;172;3543238
Ribeirão dos Índios;2016;289;128;161;3543238
Ribeirão dos Índios;2017;322;153;169;3543238
Ribeirão Grande;2013;1020;653;367;3543253
Ribeirão Grande;2014;1284;892;392;3543253
Ribeirão Grande;2015;1029;667;362;3543253
Ribeirão Grande;2016;828;474;354;3543253
Ribeirão Grande;2017;696;401;295;3543253
Ribeirão Pires;2013;24288;14109;10179;3543303
Ribeirão Pires;2014;24779;13958;10821;3543303
Ribeirão Pires;2015;23544;13193;10351;3543303
Ribeirão Pires;2016;21890;12439;9451;3543303
Ribeirão Pires;2017;21515;12495;9020;3543303
Ribeirão Preto;2013;230619;126312;104307;3543402
Ribeirão Preto;2014;233129;125572;107557;3543402
Ribeirão Preto;2015;226584;121165;105419;3543402
Ribeirão Preto;2016;222821;118881;103940;3543402
Ribeirão Preto;2017;222877;118319;104558;3543402
Rifaina;2013;523;323;200;3543600
Rifaina;2014;615;383;232;3543600
Rifaina;2015;728;396;332;3543600
Rifaina;2016;743;422;321;3543600
Rifaina;2017;705;418;287;3543600
Rincão;2013;1594;930;664;3543709
Rincão;2014;1570;888;682;3543709
Rincão;2015;1615;929;686;3543709
Rincão;2016;1522;898;624;3543709
Rincão;2017;1470;871;599;3543709
Rinópolis;2013;2036;1157;879;3543808
Rinópolis;2014;2301;1261;1040;3543808
Rinópolis;2015;1852;1182;670;3543808
Rinópolis;2016;1672;1022;650;3543808
Rinópolis;2017;1771;1142;629;3543808
Rio Claro;2013;67009;36442;30567;3543907
Rio Claro;2014;66811;36613;30198;3543907
Rio Claro;2015;65112;35959;29153;3543907
Rio Claro;2016;61302;32851;28451;3543907
Rio Claro;2017;62683;35880;26803;3543907
Rio das Pedras;2013;9436;6652;2784;3544004
Rio das Pedras;2014;8694;6069;2625;3544004
Rio das Pedras;2015;8103;5517;2586;3544004
Rio das Pedras;2016;7930;5331;2599;3544004
Rio das Pedras;2017;8541;5928;2613;3544004
Rio Grande da Serra;2013;4204;2522;1682;3544103
Rio Grande da Serra;2014;3857;2287;1570;3544103
Rio Grande da Serra;2015;4044;2439;1605;3544103
Rio Grande da Serra;2016;3985;2306;1679;3544103
Rio Grande da Serra;2017;3582;2031;1551;3544103
Riolândia;2013;922;495;427;3544202
Riolândia;2014;962;517;445;3544202
Riolândia;2015;1003;507;496;3544202
Riolândia;2016;1010;504;506;3544202
Riolândia;2017;1012;495;517;3544202
Riversul;2013;533;284;249;3543501
Riversul;2014;538;296;242;3543501
Riversul;2015;581;321;260;3543501
Riversul;2016;534;301;233;3543501
Riversul;2017;535;291;244;3543501
Rosana;2013;2579;1227;1352;3544251
Rosana;2014;2686;1284;1402;3544251
Rosana;2015;2682;1304;1378;3544251
Rosana;2016;2524;1224;1300;3544251
Rosana;2017;2472;1168;1304;3544251
Roseira;2013;2367;1485;882;3544301
Roseira;2014;1981;1197;784;3544301
Roseira;2015;2106;1268;838;3544301
Roseira;2016;2085;1261;824;3544301
Roseira;2017;2329;1434;895;3544301
Rubiácea;2013;389;240;149;3544400
Rubiácea;2014;382;233;149;3544400
Rubiácea;2015;319;176;143;3544400
Rubiácea;2016;374;217;157;3544400
Rubiácea;2017;359;204;155;3544400
Rubinéia;2013;497;259;238;3544509
Rubinéia;2014;514;278;236;3544509
Rubinéia;2015;596;328;268;3544509
Rubinéia;2016;611;341;270;3544509
Rubinéia;2017;634;361;273;3544509
Sabino;2013;634;322;312;3544608
Sabino;2014;651;334;317;3544608
Sabino;2015;649;336;313;3544608
Sabino;2016;603;309;294;3544608
Sabino;2017;582;307;275;3544608
Sagres;2013;375;152;223;3544707
Sagres;2014;482;229;253;3544707
Sagres;2015;414;176;238;3544707
Sagres;2016;394;164;230;3544707
Sagres;2017;404;175;229;3544707
Sales;2013;744;410;334;3544806
Sales;2014;779;421;358;3544806
Sales;2015;765;415;350;3544806
Sales;2016;797;432;365;3544806
Sales;2017;812;436;376;3544806
Sales Oliveira;2013;2478;1594;884;3544905
Sales Oliveira;2014;2524;1606;918;3544905
Sales Oliveira;2015;2490;1553;937;3544905
Sales Oliveira;2016;2488;1526;962;3544905
Sales Oliveira;2017;2183;1209;974;3544905
Salesópolis;2013;2144;1290;854;3545001
Salesópolis;2014;2174;1238;936;3545001
Salesópolis;2015;2123;1198;925;3545001
Salesópolis;2016;2131;1223;908;3545001
Salesópolis;2017;2295;1287;1008;3545001
Salmourão;2013;506;228;278;3545100
Salmourão;2014;518;235;283;3545100
Salmourão;2015;535;262;273;3545100
Salmourão;2016;520;255;265;3545100
Salmourão;2017;509;270;239;3545100
Saltinho;2013;1718;1100;618;3545159
Saltinho;2014;1596;990;606;3545159
Saltinho;2015;1598;977;621;3545159
Saltinho;2016;1548;965;583;3545159
Saltinho;2017;1431;867;564;3545159
Salto;2013;30224;16119;14105;3545209
Salto;2014;30475;16093;14382;3545209
Salto;2015;30126;16013;14113;3545209
Salto;2016;28699;15271;13428;3545209
Salto;2017;28627;15972;12655;3545209
Salto de Pirapora;2013;5929;3600;2329;3545308
Salto de Pirapora;2014;6399;3939;2460;3545308
Salto de Pirapora;2015;6514;3983;2531;3545308
Salto de Pirapora;2016;6594;4162;2432;3545308
Salto de Pirapora;2017;6350;4008;2342;3545308
Salto Grande;2013;1378;865;513;3545407
Salto Grande;2014;1364;863;501;3545407
Salto Grande;2015;1399;860;539;3545407
Salto Grande;2016;1343;832;511;3545407
Salto Grande;2017;1386;856;530;3545407
Sandovalina;2013;2002;1581;421;3545506
Sandovalina;2014;2338;1858;480;3545506
Sandovalina;2015;2164;1730;434;3545506
Sandovalina;2016;2090;1682;408;3545506
Sandovalina;2017;2184;1774;410;3545506
Santa Adélia;2013;4634;3240;1394;3545605
Santa Adélia;2014;4557;3138;1419;3545605
Santa Adélia;2015;4572;3154;1418;3545605
Santa Adélia;2016;4431;3023;1408;3545605
Santa Adélia;2017;4314;2933;1381;3545605
Santa Albertina;2013;1930;1546;384;3545704
Santa Albertina;2014;1979;1556;423;3545704
Santa Albertina;2015;2175;1723;452;3545704
Santa Albertina;2016;2034;1615;419;3545704
Santa Albertina;2017;1963;1547;416;3545704
Santa Bárbara d'Oeste;2013;47595;26495;21100;3545803
Santa Bárbara d'Oeste;2014;48333;26763;21570;3545803
Santa Bárbara d'Oeste;2015;45816;24915;20901;3545803
Santa Bárbara d'Oeste;2016;47015;25412;21603;3545803
Santa Bárbara d'Oeste;2017;44399;24237;20162;3545803
Santa Branca;2013;3004;2043;961;3546009
Santa Branca;2014;2350;1479;871;3546009
Santa Branca;2015;2528;1479;1049;3546009
Santa Branca;2016;2147;1172;975;3546009
Santa Branca;2017;4133;2902;1231;3546009
Santa Clara d'Oeste;2013;731;404;327;3546108
Santa Clara d'Oeste;2014;750;409;341;3546108
Santa Clara d'Oeste;2015;494;306;188;3546108
Santa Clara d'Oeste;2016;505;306;199;3546108
Santa Clara d'Oeste;2017;575;357;218;3546108
Santa Cruz da Conceição;2013;1435;1015;420;3546207
Santa Cruz da Conceição;2014;1425;995;430;3546207
Santa Cruz da Conceição;2015;1332;917;415;3546207
Santa Cruz da Conceição;2016;1175;820;355;3546207
Santa Cruz da Conceição;2017;1215;836;379;3546207
Santa Cruz da Esperança;2013;318;178;140;3546256
Santa Cruz da Esperança;2014;350;180;170;3546256
Santa Cruz da Esperança;2015;368;194;174;3546256
Santa Cruz da Esperança;2016;377;192;185;3546256
Santa Cruz da Esperança;2017;395;198;197;3546256
Santa Cruz das Palmeiras;2013;6437;4237;2200;3546306
Santa Cruz das Palmeiras;2014;6131;3925;2206;3546306
Santa Cruz das Palmeiras;2015;6147;4011;2136;3546306
Santa Cruz das Palmeiras;2016;5955;3853;2102;3546306
Santa Cruz das Palmeiras;2017;5408;3257;2151;3546306
Santa Cruz do Rio Pardo;2013;13476;8177;5299;3546405
Santa Cruz do Rio Pardo;2014;13622;8285;5337;3546405
Santa Cruz do Rio Pardo;2015;14319;8750;5569;3546405
Santa Cruz do Rio Pardo;2016;13776;8424;5352;3546405
Santa Cruz do Rio Pardo;2017;14700;9344;5356;3546405
Santa Ernestina;2013;494;272;222;3546504
Santa Ernestina;2014;517;295;222;3546504
Santa Ernestina;2015;511;290;221;3546504
Santa Ernestina;2016;518;274;244;3546504
Santa Ernestina;2017;496;249;247;3546504
Santa Fé do Sul;2013;8227;4501;3726;3546603
Santa Fé do Sul;2014;8536;4528;4008;3546603
Santa Fé do Sul;2015;8396;4474;3922;3546603
Santa Fé do Sul;2016;8503;4439;4064;3546603
Santa Fé do Sul;2017;7772;4023;3749;3546603
Santa Gertrudes;2013;7358;5257;2101;3546702
Santa Gertrudes;2014;7686;5554;2132;3546702
Santa Gertrudes;2015;7821;5626;2195;3546702
Santa Gertrudes;2016;7315;5233;2082;3546702
Santa Gertrudes;2017;7246;5158;2088;3546702
Santa Isabel;2013;11077;6537;4540;3546801
Santa Isabel;2014;11312;6508;4804;3546801
Santa Isabel;2015;10747;5992;4755;3546801
Santa Isabel;2016;10635;5984;4651;3546801
Santa Isabel;2017;11087;6292;4795;3546801
Santa Lúcia;2013;855;559;296;3546900
Santa Lúcia;2014;650;358;292;3546900
Santa Lúcia;2015;626;334;292;3546900
Santa Lúcia;2016;639;336;303;3546900
Santa Lúcia;2017;652;347;305;3546900
Santa Maria da Serra;2013;1245;684;561;3547007
Santa Maria da Serra;2014;1162;661;501;3547007
Santa Maria da Serra;2015;1070;635;435;3547007
Santa Maria da Serra;2016;981;583;398;3547007
Santa Maria da Serra;2017;1000;622;378;3547007
Santa Mercedes;2013;524;307;217;3547106
Santa Mercedes;2014;484;279;205;3547106
Santa Mercedes;2015;440;247;193;3547106
Santa Mercedes;2016;393;218;175;3547106
Santa Mercedes;2017;402;219;183;3547106
Santa Rita d'Oeste;2013;349;176;173;3547403
